kiscourseid,ukprn,url,coursetitle,modules,a_level_reqs,a_level_grades,ib_reqs,ib_grades,overview_text
H201,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/,Civil Engineering,"Professional Engineering Practice, Civil Engineering Design 1, Mathematics 1, Computational Methods 1, Mechanics, Structural Mechanics 1, Materials, Fluid Mechanics 1, Geotechnics, Energy and Environmental Engineering","Minimum entry standard

A*A*A or A*AAA

To include:
• A*in Mathematics
• A/A*in Physics (A* is required if applying with three A-levels. At least an A is required if applying with four A-levels)
• Ain a third/fourth subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",A*A*A,"Minimum entry standard

40 points

To include:
• 7in Mathematics at higher level
• 6in Physics at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",40,"Civil engineering is about shaping the built and natural environments in which we live. It is a broad discipline that improves many aspects of our everyday lives, from the provision of safe drinking water to the development of earthquake-resistant structures, while also protecting our natural environment.Civil engineers will play a crucial role in tackling climate change and leading sustainable development.Exploring topics such as geotechnics, energy systems and professional engineering practice, this course will provide you with a strong foundation in engineering science and technology. You will then have the option to tailor your studies to suit your interests through a range of specialist modules, or continue with a broad programme.Throughout this course, you'll integrate theory and practice and apply the knowledge you have gained in class to the real world. You will participate in a number of field trips, including practical land surveying and a geology field course, and Constructionarium, where you'll work in teams to construct scaled-down versions of well-known buildings, bridges, dams and other civil engineering projects.You will also benefit from our department’s strong industry links and teaching and research facilities, which include a range of testing rigs, extensive computing provision, tension and compression machines, and wave generators and tanks.At the end of this course, you'll have fully met the educational requirements for professional registration and taken the first step to becoming a Chartered Engineer.Civil engineering is about shaping the built and natural environments in which we live. It is a broad discipline that improves many aspects of our everyday lives, from the provision of safe drinking water to the development of earthquake-resistant structures, while also protecting our natural environment.Civil engineers will play a crucial role in tackling climate change and leading sustainable development.Exploring topics such as geotechnics, energy systems and professional engineering practice, this course will provide you with a strong foundation in engineering science and technology. You will then have the option to tailor your studies to suit your interests through a range of specialist modules, or continue with a broad programme.In your final year, you'll complete an integrated year abroad at one of our partner universities and challenge yourself in a different academic and cultural environment.Throughout this course, you'll integrate theory and practice and apply the knowledge you have gained in class to the real world. You will participate in a number of field trips, including practical land surveying and a geology field course, and Constructionarium, where you'll work in teams to construct scaled-down versions of well-known buildings, bridges, dams and other civil engineering projects.You will also benefit from our department's strong industry links and teaching and research facilities, which include a range of testing rigs, extensive computing provision, tension and compression machines, and wave generators and tanks.At the end of this course, you'll have fully met the educational requirements for professional registration and taken the first step to becoming a Chartered Engineer."
H202,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/#OptionA,Civil Engineering,"Professional Engineering Practice, Civil Engineering Design 1, Mathematics 1, Computational Methods 1, Mechanics, Structural Mechanics 1, Materials, Fluid Mechanics 1, Geotechnics, Energy and Environmental Engineering","Minimum entry standard

A*A*A or A*AAA

To include:
• A*in Mathematics
• A/A*in Physics (A* is required if applying with three A-levels. At least an A is required if applying with four A-levels)
• Ain a third/fourth subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",A*A*A,"Minimum entry standard

40 points

To include:
• 7in Mathematics at higher level
• 6in Physics at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",40,"Civil engineering is about shaping the built and natural environments in which we live. It is a broad discipline that improves many aspects of our everyday lives, from the provision of safe drinking water to the development of earthquake-resistant structures, while also protecting our natural environment.Civil engineers will play a crucial role in tackling climate change and leading sustainable development.Exploring topics such as geotechnics, energy systems and professional engineering practice, this course will provide you with a strong foundation in engineering science and technology. You will then have the option to tailor your studies to suit your interests through a range of specialist modules, or continue with a broad programme.Throughout this course, you'll integrate theory and practice and apply the knowledge you have gained in class to the real world. You will participate in a number of field trips, including practical land surveying and a geology field course, and Constructionarium, where you'll work in teams to construct scaled-down versions of well-known buildings, bridges, dams and other civil engineering projects.You will also benefit from our department’s strong industry links and teaching and research facilities, which include a range of testing rigs, extensive computing provision, tension and compression machines, and wave generators and tanks.At the end of this course, you'll have fully met the educational requirements for professional registration and taken the first step to becoming a Chartered Engineer.Civil engineering is about shaping the built and natural environments in which we live. It is a broad discipline that improves many aspects of our everyday lives, from the provision of safe drinking water to the development of earthquake-resistant structures, while also protecting our natural environment.Civil engineers will play a crucial role in tackling climate change and leading sustainable development.Exploring topics such as geotechnics, energy systems and professional engineering practice, this course will provide you with a strong foundation in engineering science and technology. You will then have the option to tailor your studies to suit your interests through a range of specialist modules, or continue with a broad programme.In your final year, you'll complete an integrated year abroad at one of our partner universities and challenge yourself in a different academic and cultural environment.Throughout this course, you'll integrate theory and practice and apply the knowledge you have gained in class to the real world. You will participate in a number of field trips, including practical land surveying and a geology field course, and Constructionarium, where you'll work in teams to construct scaled-down versions of well-known buildings, bridges, dams and other civil engineering projects.You will also benefit from our department's strong industry links and teaching and research facilities, which include a range of testing rigs, extensive computing provision, tension and compression machines, and wave generators and tanks.At the end of this course, you'll have fully met the educational requirements for professional registration and taken the first step to becoming a Chartered Engineer."
G400,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-beng/,Computing,"Introduction to Computer Systems, Introduction to Databases, Introduction to Computer Architecture, Computing Practical 1, Discrete Mathematics, Logic and Reasoning, Graphs and Algorithms, Calculus, Linear Algebra","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This general programme offers you a wide range of module choices as you progress, allowing you to study your areas of interest.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of computing applications.The central core of this programme has been designed to give you an overview of computing. This includes an understanding of basic concepts and principles, the ability to appreciate and to adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar) – the basic mathematics of computing; along with classical mathematics and statistics relevant to applications engineering and management.Throughout this course, you will attend laboratory and problem-solving classes, as well as completing project and design work.You'll also study advanced techniques and choose from a wide range of optional modules, in addition to completing a substantial individual project on a subject of your choice."
G401,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-meng/,Computing,"Introduction to Computer Systems, Introduction to Databases, Introduction to Computer Architecture, Computing Practical 1, Discrete Mathematics, Logic and Reasoning, Graphs and Algorithms, Calculus, Linear Algebra","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This general programme offers you a wide range of module choices as you progress, allowing you to study your areas of interest.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of computing applications.The core of this programme has been designed to give you an overview of computing. This includes an understanding of basic concepts and principles, the ability to appreciate and to adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammars) – the basic mathematics of computing – along with classical mathematics and statistics relevant to applications engineering and management.Throughout this course, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules – many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
G700,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-artificial-intelligence-meng/,Computing (Artificial Intelligence and Machine Learning),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.You'll specialise in artificial intelligence and knowledge engineering, as well as machine learning and the development of computational and engineering models of complex cognitive and social behaviours.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of computing applications.The core of this programme has been designed to give you an overview of computing. This includes an understanding of basic concepts and principles, the ability to appreciate and to adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar), classical mathematics and statistics relevant to applications engineering and management.Throughout the programme, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules; many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
G402,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-international-programme-of-study/,Computing (International Programme of Study),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Language requirement:A language qualification may be required for the International Programme of Study.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.Language requirement: A language qualification may be required for the International Programme of Study.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This course gives you the opportunity to spend your fourth year studying abroad at a leading European university, or the first two terms of your third year at the University of California.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of computing applications.The core of this programme has been designed to give you an overview of computing. This includes an understanding of basic concepts and principles, the ability to appreciate and to adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammars), classical mathematics and statistics relevant to applications engineering and management.Throughout the programme, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules – many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice.You also have the chance to complete an integrated year abroad in your final year at one of our partner universities where you can challenge yourself in a different academic and cultural environment."
G501,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-computational-management/,Computing (Management and Finance),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This course allows you to focus on the theory and tools of business management that require computerised solutions, including decision support and constraint solving techniques.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of computing applications.The core of this programme has been designed to give you an overview of computing. This includes an understanding of basic concepts and principles, the ability to appreciate and adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar), classical mathematics and statistics relevant to applications engineering and management.Throughout the programme, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules – many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
G610,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-security-reliability-meng/,Computing (Security and Reliability),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of reliable and secure computing applications.You will acquire deep understanding of software security, reliability and privacy issues. You will also develop the skills required to apply state of the art techniques, including formal verification, AI and machine learning, to the design and implementation of secure and reliable systems at all levels.You'll gain an understanding of the basic concepts and principles of computing, the ability to appreciate and adapt to changes in technology, as well as practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.This course will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar), classical mathematics and statistics relevant to applications engineering and management.Throughout the programme, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses you will study advanced techniques and modules, many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
G600,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-software-engineering-meng/,Computing (Software Engineering),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This course allows you to focus on the way software is engineered to form complex computing systems. Your specialism will give you a deep understanding of state-of-the-art methods for developing complex software systems that are easy to test, maintain and extend and that fulfil the needs of their users.You'll learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of reliable and secure computing applications.The core of this programme has been designed to give you an overview of computing, an understanding of the basic concepts and principles, the ability to appreciate and adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.It will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar), classical mathematics and statistics relevant to applications engineering and management.Throughout the programme, you will attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules – many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
GG47,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/computing-visual-computing-robotics-meng/,Computing (Visual Computing and Robotics),"Admissions test – the TMUA, Selection, Assessing your application, Post–admissions test, Interview, ATAS certificate, Transfer between courses, Transfer to Year Abroad","Minimum entry standard

A*A*A – A*AAA

To include:
• A*in Mathematics
• A*,Ain two further subjects orAAAin three further subjects, with Further Mathematics preferred.

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.
• Computer Science
• Physics
• Further Mathematics
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology

Recommended and useful subjects are those that the Department deems to be very useful knowledge foundations to undertake a computing degree at Imperial. The department may still consider applicants with other subject combinations.",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"Computing is a creative and wide-ranging subject that focuses on using sound underlying principles and logical thinking to design and build systems that really work.This course has a strong technical emphasis, and allows you to focus on various technologies and algorithms for arts-related applications. such as computer games, visual effects and computer-generated art.In this course, you will learn how modern computer and communications systems function, and how they can be used and adapted to build the next generation of reliable and secure computing applications.The core of this programme has been designed to give you an overview of computing, an understanding of the basic concepts and principles, the ability to appreciate and adapt to changes in technology, and practical experience in applied computing.A special emphasis of your studies will be on the fundamental principles underlying computing and on the engineering considerations involved in computing system design, implementation and usage. You will be introduced to computing architecture and hardware, and the software used to exploit them.It will also equip you with a strong background in discrete mathematics (logic, sets, relations and grammar), classical mathematics and statistics relevant to applications engineering and management.You'll attend laboratory and problem-solving classes, as well as completing project and design work. As the course progresses, you will study advanced techniques and modules – many of which draw on current research taking place in the Department.At the end of your third year, you will gain valuable skills and experience by completing an industrial placement. Your study reaches Master's level in the final year, with a wide choice of optional modules and a substantial individual project on a subject of your choice."
28G3,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/design-engineering/,Design Engineering,"Design Engineering Principles, Computing 1: Introduction to Scientific Computing, Engineering Mathematics, Materials and Manufacturing, Human-centred Design Engineering, Data Science, Solid Mechanics 1, Electronics 1: Introduction to Electronic Circuits, Sensors, and Mechatronics","Minimum entry standard

A*AA

To include:
• A*in Mathematics
• A,Ain two further subjects

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",A*AA,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",39,"Design engineering combines traditional engineering with modern design tools and mindsets. This professionally accredited four-year course prepares you to turn your creativity into real-world solutions.You’ll gain essential skills, including computer-aided engineering, rapid prototyping, human-centred design, systems thinking, and sustainability, equipping you to bring innovative products to life. From manufacturing techniques to computational methods, you’ll explore how design engineers develop new products and improve existing ones, creating practical solutions for modern challenges.In your first two years, you’ll dive into core subjects such as design principles, mathematics, electronics, mechatronics, and data science, working in teams to solve complex problems and build collaboration skills. With access to extensive hackspaces and workshops, you’ll have the freedom to experiment and refine your ideas as you gain hands-on experience in technical design and engineering.In your final two years, optional modules allow you to specialise, while a six-month paid industrial placement in your third year provides invaluable industry experience. With past placements at leading companies like Dyson, Jaguar Land Rover, and Apple, you’ll gain practical insights into the demands of design engineering and build connections that can shape your future career.You’ll also develop enterprise skills as you learn to translate design engineering into impact. Your final year culminates in projects and entrepreneurship opportunities, giving you the chance to bring one of your own designs to market and gather feedback from real users. By the end of the programme, you’ll be ready to lead in a broad range of engineering fields, equipped with both technical expertise and creative problem-solving skills."
F64B,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-bsc/,Earth and Planetary Science,"Admissions test – not required for 2026 entry, Selection, Post-application open day and interview, ATAS certificate, Year Abroad (MSci courses)","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Biology, Chemistry, Geography, Geology or Physics

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",AAA,"Minimum entry standard

39 points

To include:
• 6in Mathematics at higher level
• 6in Biology, Chemistry, Geography, Geology or Physics at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",39,"Find out how solid planetary bodies are explored using geological and geophysical principles.This degree focuses on planets, moons, asteroids, and comets, along with geological and geophysical processes in the Solar System. You will also learn about geosciences, physics, chemistry, mathematics, engineering, and computing as part of an interdisciplinary degree.During the first two years, you'll take core subjects alongside students from other Earth Science degrees.In your third year, you can choose from optional geology or physics modules, such as astrobiology, earth systems, planetary physics, ore deposits and collisions.As part of our courses, you'll engage in fieldwork, which allows you to put knowledge into practice and develop valuable skills.Some students have the option to work in the field mapping the geology of areas such as the Greek Cyclades, French Massif Central, Pyrenees, French Alps, and North West Scotland.The planetary sciences are extremely popular due to the abundance of active and upcoming missions, requiring students to know the fundamentals of geosciences but also to be familiar with current knowledge and research problems."
F647,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-msci/,Earth and Planetary Science,"Admissions test – not required for 2026 entry, Selection, Post-application open day and interview, ATAS certificate, Year Abroad (MSci courses)","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Biology, Chemistry, Geography, Geology or Physics

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",AAA,"Minimum entry standard

39 points

To include:
• 6in Mathematics at higher level
• 6in Biology, Chemistry, Geography, Geology or Physics at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",39,"Find out how solid planetary bodies are explored using geological and geophysical principles.This degree focuses on planets, moons, asteroids, and comets, along with geological and geophysical processes in the Solar System. You will also learn about geosciences, physics, chemistry, mathematics, engineering, and computing as part of an interdisciplinary degree.During the first two years, you'll take core subjects alongside students from other Earth Science degrees.In your third year, you can choose from optional geology or physics modules, such as astrobiology, earth systems, planetary physics, ore deposits and collisions.As part of our courses, you'll engage in fieldwork, which allows you to put knowledge into practice and develop valuable skills.Some students have the option to work in the field mapping the geology of areas such as the Greek Cyclades, French Massif Central, Pyrenees, French Alps, and North West Scotland.In your fourth year, you study modules of your choice as you complete your Master's. You'll also undertake a major research project.The planetary sciences are extremely popular due to the abundance of active and upcoming missions, requiring students to know the fundamentals of geosciences but also to be familiar with current knowledge and research problems.Find out how solid planetary bodies are explored using geological and geophysical principles.This degree focuses on planets, moons, asteroids, and comets, along with geological and geophysical processes in the Solar System. You will also learn about geosciences, physics, chemistry, mathematics, engineering, and computing as part of an interdisciplinary degree.During the first two years, you'll take core subjects alongside students from other Earth Science degrees.As part of our courses, you'll engage in fieldwork, which allows you to put knowledge into practice and develop valuable skills.Some students have the option to work in the field mapping the geology of areas such as the Greek Cyclades, French Massif Central, Pyrenees, French Alps, and North West Scotland.In addition, you can spend a year abroad at one of our partner universities, where you'll be challenged in a different academic and cultural environment.In your fourth and final year, you'll complete your studies at Imperial where you will undertake a research project.The planetary sciences are extremely popular due to the abundance of active and upcoming missions, requiring students to know the fundamentals of geosciences but also to be familiar with current knowledge and research problems."
